"candidate","township","count","county"
"Yang, d","Manchester Ward 11",43,"HILLSBOROUGH COUNTY"
"Scatter","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Manchester Ward 12",8,"HILLSBOROUGH COUNTY"
"Biden, d","Manchester Ward 12",162,"HILLSBOROUGH COUNTY"
"Booker, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Boyd, d","Manchester Ward 12",1,"HILLSBOROUGH COUNTY"
"Bullock, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Burke, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Manchester Ward 12",402,"HILLSBOROUGH COUNTY"
"Castro, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Dunlap, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Manchester Ward 12",55,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Harris, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Hewes, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Manchester Ward 12",342,"HILLSBOROUGH COUNTY"
"Koos, d","Manchester Ward 12",1,"HILLSBOROUGH COUNTY"
"Kraus, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Moroz, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Manchester Ward 12",9,"HILLSBOROUGH COUNTY"
"Sanders, d","Manchester Ward 12",559,"HILLSBOROUGH COUNTY"
"Sestak, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Sloan, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Steyer, d","Manchester Ward 12",57,"HILLSBOROUGH COUNTY"
"Thistle, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Torgesen, d","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Warren, d","Manchester Ward 12",183,"HILLSBOROUGH COUNTY"
"Wells, d","Manchester Ward 12",1,"HILLSBOROUGH COUNTY"
"Williamson, d","Manchester Ward 12",2,"HILLSBOROUGH COUNTY"
"Yang, d","Manchester Ward 12",53,"HILLSBOROUGH COUNTY"
"Scatter","Manchester Ward 12",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Mason",0,"HILLSBOROUGH COUNTY"
"Biden, d","Mason",17,"HILLSBOROUGH COUNTY"
"Booker, d","Mason",1,"HILLSBOROUGH COUNTY"
"Boyd, d","Mason",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Mason",0,"HILLSBOROUGH COUNTY"
"Burke, d","Mason",0,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Mason",71,"HILLSBOROUGH COUNTY"
"Castro, d","Mason",0,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Mason",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Mason",0,"HILLSBOROUGH COUNTY"
"Dunlap, d","Mason",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Mason",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Mason",9,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Mason",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Mason",0,"HILLSBOROUGH COUNTY"
"Harris, d","Mason",0,"HILLSBOROUGH COUNTY"
"Hewes, d","Mason",0,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Mason",47,"HILLSBOROUGH COUNTY"
"Koos, d","Mason",0,"HILLSBOROUGH COUNTY"
"Kraus, d","Mason",0,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Mason",0,"HILLSBOROUGH COUNTY"
"Moroz, d","Mason",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Mason",3,"HILLSBOROUGH COUNTY"
"Sanders, d","Mason",79,"HILLSBOROUGH COUNTY"
"Sestak, d","Mason",1,"HILLSBOROUGH COUNTY"
"Sloan, d","Mason",0,"HILLSBOROUGH COUNTY"
"Steyer, d","Mason",13,"HILLSBOROUGH COUNTY"
"Thistle, d","Mason",0,"HILLSBOROUGH COUNTY"
"Torgesen, d","Mason",0,"HILLSBOROUGH COUNTY"
"Warren, d","Mason",23,"HILLSBOROUGH COUNTY"
"Wells, d","Mason",0,"HILLSBOROUGH COUNTY"
"Williamson, d","Mason",0,"HILLSBOROUGH COUNTY"
"Yang, d","Mason",7,"HILLSBOROUGH COUNTY"
"Scatter","Mason",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Merrimack",28,"HILLSBOROUGH COUNTY"
"Biden, d","Merrimack",409,"HILLSBOROUGH COUNTY"
"Booker, d","Merrimack",2,"HILLSBOROUGH COUNTY"
"Boyd, d","Merrimack",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Merrimack",1,"HILLSBOROUGH COUNTY"
"Burke, d","Merrimack",1,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Merrimack",1504,"HILLSBOROUGH COUNTY"
"Castro, d","Merrimack",2,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Merrimack",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Merrimack",5,"HILLSBOROUGH COUNTY"
"Dunlap, d","Merrimack",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Merrimack",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Merrimack",184,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Merrimack",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Merrimack",0,"HILLSBOROUGH COUNTY"
"Harris, d","Merrimack",2,"HILLSBOROUGH COUNTY"
"Hewes, d","Merrimack",0,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Merrimack",1287,"HILLSBOROUGH COUNTY"
"Koos, d","Merrimack",1,"HILLSBOROUGH COUNTY"
"Kraus, d","Merrimack",32,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Merrimack",0,"HILLSBOROUGH COUNTY"
"Moroz, d","Merrimack",1,"HILLSBOROUGH COUNTY"
"Patrick, d","Merrimack",32,"HILLSBOROUGH COUNTY"
"Sanders, d","Merrimack",1256,"HILLSBOROUGH COUNTY"
"Sestak, d","Merrimack",0,"HILLSBOROUGH COUNTY"
"Sloan, d","Merrimack",0,"HILLSBOROUGH COUNTY"
"Steyer, d","Merrimack",249,"HILLSBOROUGH COUNTY"
"Thistle, d","Merrimack",1,"HILLSBOROUGH COUNTY"
"Torgesen, d","Merrimack",0,"HILLSBOROUGH COUNTY"
"Warren, d","Merrimack",497,"HILLSBOROUGH COUNTY"
"Wells, d","Merrimack",2,"HILLSBOROUGH COUNTY"
"Williamson, d","Merrimack",1,"HILLSBOROUGH COUNTY"
"Yang, d","Merrimack",115,"HILLSBOROUGH COUNTY"
"Scatter","Merrimack",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Milford",9,"HILLSBOROUGH COUNTY"
"Biden, d","Milford",248,"HILLSBOROUGH COUNTY"
"Booker, d","Milford",2,"HILLSBOROUGH COUNTY"
"Boyd, d","Milford",1,"HILLSBOROUGH COUNTY"
"Bullock, d","Milford",1,"HILLSBOROUGH COUNTY"
"Burke, d","Milford",1,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Milford",967,"HILLSBOROUGH COUNTY"
"Castro, d","Milford",1,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Milford",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Milford",2,"HILLSBOROUGH COUNTY"
"Dunlap, d","Milford",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Milford",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Milford",117,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Milford",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Milford",0,"HILLSBOROUGH COUNTY"
"Harris, d","Milford",2,"HILLSBOROUGH COUNTY"
"Hewes, d","Milford",0,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Milford",587,"HILLSBOROUGH COUNTY"
"Koos, d","Milford",1,"HILLSBOROUGH COUNTY"
"Kraus, d","Milford",1,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Milford",0,"HILLSBOROUGH COUNTY"
"Moroz, d","Milford",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Milford",15,"HILLSBOROUGH COUNTY"
"Sanders, d","Milford",898,"HILLSBOROUGH COUNTY"
"Sestak, d","Milford",3,"HILLSBOROUGH COUNTY"
"Sloan, d","Milford",1,"HILLSBOROUGH COUNTY"
"Steyer, d","Milford",157,"HILLSBOROUGH COUNTY"
"Thistle, d","Milford",1,"HILLSBOROUGH COUNTY"
"Torgesen, d","Milford",0,"HILLSBOROUGH COUNTY"
"Warren, d","Milford",276,"HILLSBOROUGH COUNTY"
"Wells, d","Milford",0,"HILLSBOROUGH COUNTY"
"Williamson, d","Milford",3,"HILLSBOROUGH COUNTY"
"Yang, d","Milford",99,"HILLSBOROUGH COUNTY"
"Scatter","Milford",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Mont Vernon",3,"HILLSBOROUGH COUNTY"
"Biden, d","Mont Vernon",50,"HILLSBOROUGH COUNTY"
"Booker, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Boyd, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Burke, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Mont Vernon",196,"HILLSBOROUGH COUNTY"
"Castro, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Mont Vernon",1,"HILLSBOROUGH COUNTY"
"Dunlap, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Mont Vernon",30,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Harris, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Hewes, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Mont Vernon",183,"HILLSBOROUGH COUNTY"
"Koos, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Kraus, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Moroz, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Mont Vernon",1,"HILLSBOROUGH COUNTY"
"Sanders, d","Mont Vernon",142,"HILLSBOROUGH COUNTY"
"Sestak, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Sloan, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Steyer, d","Mont Vernon",21,"HILLSBOROUGH COUNTY"
"Thistle, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Torgesen, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Warren, d","Mont Vernon",89,"HILLSBOROUGH COUNTY"
"Wells, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Williamson, d","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Yang, d","Mont Vernon",17,"HILLSBOROUGH COUNTY"
"Scatter","Mont Vernon",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Nashua Ward 1",10,"HILLSBOROUGH COUNTY"
"Biden, d","Nashua Ward 1",246,"HILLSBOROUGH COUNTY"
"Booker, d","Nashua Ward 1",1,"HILLSBOROUGH COUNTY"
"Boyd, d","Nashua Ward 1",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Nashua Ward 1",0,"HILLSBOROUGH COUNTY"
"Burke, d","Nashua Ward 1",1,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Nashua Ward 1",631,"HILLSBOROUGH COUNTY"
"Castro, d","Nashua Ward 1",0,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Nashua Ward 1",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Nashua Ward 1",0,"HILLSBOROUGH COUNTY"
"Dunlap, d","Nashua Ward 1",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Nashua Ward 1",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Nashua Ward 1",86,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Nashua Ward 1",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Nashua Ward 1",1,"HILLSBOROUGH COUNTY"
"Harris, d","Nashua Ward 1",0,"HILLSBOROUGH COUNTY"
"Hewes, d","Nashua Ward 1",0,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Nashua Ward 1",505,"HILLSBOROUGH COUNTY"
"Koos, d","Nashua Ward 1",0,"HILLSBOROUGH COUNTY"
"Kraus, d","Nashua Ward 1",0,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Nashua Ward 1",0,"HILLSBOROUGH COUNTY"
"Moroz, d","Nashua Ward 1",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Nashua Ward 1",8,"HILLSBOROUGH COUNTY"
"Sanders, d","Nashua Ward 1",542,"HILLSBOROUGH COUNTY"
"Sestak, d","Nashua Ward 1",4,"HILLSBOROUGH COUNTY"
"Sloan, d","Nashua Ward 1",1,"HILLSBOROUGH COUNTY"
"Steyer, d","Nashua Ward 1",89,"HILLSBOROUGH COUNTY"
"Thistle, d","Nashua Ward 1",1,"HILLSBOROUGH COUNTY"
"Torgesen, d","Nashua Ward 1",0,"HILLSBOROUGH COUNTY"
"Warren, d","Nashua Ward 1",209,"HILLSBOROUGH COUNTY"
"Wells, d","Nashua Ward 1",1,"HILLSBOROUGH COUNTY"
"Williamson, d","Nashua Ward 1",1,"HILLSBOROUGH COUNTY"
"Yang, d","Nashua Ward 1",50,"HILLSBOROUGH COUNTY"
"Scatter","Nashua Ward 1",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Nashua Ward 2",5,"HILLSBOROUGH COUNTY"
"Biden, d","Nashua Ward 2",166,"HILLSBOROUGH COUNTY"
"Booker, d","Nashua Ward 2",2,"HILLSBOROUGH COUNTY"
"Boyd, d","Nashua Ward 2",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Nashua Ward 2",1,"HILLSBOROUGH COUNTY"
"Burke, d","Nashua Ward 2",1,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Nashua Ward 2",502,"HILLSBOROUGH COUNTY"
"Castro, d","Nashua Ward 2",0,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Nashua Ward 2",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Nashua Ward 2",0,"HILLSBOROUGH COUNTY"
"Dunlap, d","Nashua Ward 2",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Nashua Ward 2",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Nashua Ward 2",71,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Nashua Ward 2",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Nashua Ward 2",1,"HILLSBOROUGH COUNTY"
"Harris, d","Nashua Ward 2",0,"HILLSBOROUGH COUNTY"
"Hewes, d","Nashua Ward 2",1,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Nashua Ward 2",367,"HILLSBOROUGH COUNTY"
"Koos, d","Nashua Ward 2",0,"HILLSBOROUGH COUNTY"
"Kraus, d","Nashua Ward 2",1,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Nashua Ward 2",0,"HILLSBOROUGH COUNTY"
"Moroz, d","Nashua Ward 2",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Nashua Ward 2",10,"HILLSBOROUGH COUNTY"
"Sanders, d","Nashua Ward 2",486,"HILLSBOROUGH COUNTY"
"Sestak, d","Nashua Ward 2",0,"HILLSBOROUGH COUNTY"
"Sloan, d","Nashua Ward 2",1,"HILLSBOROUGH COUNTY"
"Steyer, d","Nashua Ward 2",58,"HILLSBOROUGH COUNTY"
"Thistle, d","Nashua Ward 2",0,"HILLSBOROUGH COUNTY"
"Torgesen, d","Nashua Ward 2",0,"HILLSBOROUGH COUNTY"
"Warren, d","Nashua Ward 2",188,"HILLSBOROUGH COUNTY"
"Wells, d","Nashua Ward 2",0,"HILLSBOROUGH COUNTY"
"Williamson, d","Nashua Ward 2",1,"HILLSBOROUGH COUNTY"
"Yang, d","Nashua Ward 2",52,"HILLSBOROUGH COUNTY"
"Scatter","Nashua Ward 2",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Nashua Ward 3",12,"HILLSBOROUGH COUNTY"
"Biden, d","Nashua Ward 3",181,"HILLSBOROUGH COUNTY"
"Booker, d","Nashua Ward 3",2,"HILLSBOROUGH COUNTY"
"Boyd, d","Nashua Ward 3",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Nashua Ward 3",0,"HILLSBOROUGH COUNTY"
"Burke, d","Nashua Ward 3",0,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Nashua Ward 3",497,"HILLSBOROUGH COUNTY"
"Castro, d","Nashua Ward 3",0,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Nashua Ward 3",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Nashua Ward 3",0,"HILLSBOROUGH COUNTY"
"Dunlap, d","Nashua Ward 3",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Nashua Ward 3",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Nashua Ward 3",83,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Nashua Ward 3",2,"HILLSBOROUGH COUNTY"
"Greenstein, d","Nashua Ward 3",0,"HILLSBOROUGH COUNTY"
"Harris, d","Nashua Ward 3",1,"HILLSBOROUGH COUNTY"
"Hewes, d","Nashua Ward 3",1,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Nashua Ward 3",421,"HILLSBOROUGH COUNTY"
"Koos, d","Nashua Ward 3",0,"HILLSBOROUGH COUNTY"
"Kraus, d","Nashua Ward 3",0,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Nashua Ward 3",0,"HILLSBOROUGH COUNTY"
"Moroz, d","Nashua Ward 3",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Nashua Ward 3",13,"HILLSBOROUGH COUNTY"
"Sanders, d","Nashua Ward 3",592,"HILLSBOROUGH COUNTY"
"Sestak, d","Nashua Ward 3",0,"HILLSBOROUGH COUNTY"
"Sloan, d","Nashua Ward 3",0,"HILLSBOROUGH COUNTY"
"Steyer, d","Nashua Ward 3",64,"HILLSBOROUGH COUNTY"
"Thistle, d","Nashua Ward 3",0,"HILLSBOROUGH COUNTY"
"Torgesen, d","Nashua Ward 3",1,"HILLSBOROUGH COUNTY"
"Warren, d","Nashua Ward 3",186,"HILLSBOROUGH COUNTY"
"Wells, d","Nashua Ward 3",0,"HILLSBOROUGH COUNTY"
"Williamson, d","Nashua Ward 3",1,"HILLSBOROUGH COUNTY"
"Yang, d","Nashua Ward 3",61,"HILLSBOROUGH COUNTY"
"Scatter","Nashua Ward 3",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Nashua Ward 4",1,"HILLSBOROUGH COUNTY"
"Biden, d","Nashua Ward 4",125,"HILLSBOROUGH COUNTY"
"Booker, d","Nashua Ward 4",2,"HILLSBOROUGH COUNTY"
"Boyd, d","Nashua Ward 4",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Nashua Ward 4",0,"HILLSBOROUGH COUNTY"
"Burke, d","Nashua Ward 4",0,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Nashua Ward 4",242,"HILLSBOROUGH COUNTY"
"Castro, d","Nashua Ward 4",2,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Nashua Ward 4",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Nashua Ward 4",0,"HILLSBOROUGH COUNTY"
"Dunlap, d","Nashua Ward 4",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Nashua Ward 4",1,"HILLSBOROUGH COUNTY"
"Gabbard, d","Nashua Ward 4",41,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Nashua Ward 4",2,"HILLSBOROUGH COUNTY"
"Greenstein, d","Nashua Ward 4",0,"HILLSBOROUGH COUNTY"
"Harris, d","Nashua Ward 4",1,"HILLSBOROUGH COUNTY"
"Hewes, d","Nashua Ward 4",0,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Nashua Ward 4",165,"HILLSBOROUGH COUNTY"
"Koos, d","Nashua Ward 4",2,"HILLSBOROUGH COUNTY"
"Kraus, d","Nashua Ward 4",0,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Nashua Ward 4",0,"HILLSBOROUGH COUNTY"
"Moroz, d","Nashua Ward 4",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Nashua Ward 4",3,"HILLSBOROUGH COUNTY"
"Sanders, d","Nashua Ward 4",541,"HILLSBOROUGH COUNTY"
"Sestak, d","Nashua Ward 4",0,"HILLSBOROUGH COUNTY"
"Sloan, d","Nashua Ward 4",0,"HILLSBOROUGH COUNTY"
"Steyer, d","Nashua Ward 4",63,"HILLSBOROUGH COUNTY"
"Thistle, d","Nashua Ward 4",0,"HILLSBOROUGH COUNTY"
"Torgesen, d","Nashua Ward 4",0,"HILLSBOROUGH COUNTY"
"Warren, d","Nashua Ward 4",115,"HILLSBOROUGH COUNTY"
"Wells, d","Nashua Ward 4",0,"HILLSBOROUGH COUNTY"
"Williamson, d","Nashua Ward 4",0,"HILLSBOROUGH COUNTY"
"Yang, d","Nashua Ward 4",45,"HILLSBOROUGH COUNTY"
"Scatter","Nashua Ward 4",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Biden, d","Nashua Ward 5",258,"HILLSBOROUGH COUNTY"
"Booker, d","Nashua Ward 5",1,"HILLSBOROUGH COUNTY"
"Boyd, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Burke, d","Nashua Ward 5",4,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Nashua Ward 5",581,"HILLSBOROUGH COUNTY"
"Castro, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Dunlap, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Nashua Ward 5",89,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Harris, d","Nashua Ward 5",1,"HILLSBOROUGH COUNTY"
"Hewes, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Nashua Ward 5",435,"HILLSBOROUGH COUNTY"
"Koos, d","Nashua Ward 5",1,"HILLSBOROUGH COUNTY"
"Kraus, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Moroz, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Nashua Ward 5",6,"HILLSBOROUGH COUNTY"
"Sanders, d","Nashua Ward 5",547,"HILLSBOROUGH COUNTY"
"Sestak, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Sloan, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Steyer, d","Nashua Ward 5",96,"HILLSBOROUGH COUNTY"
"Thistle, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Torgesen, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Warren, d","Nashua Ward 5",188,"HILLSBOROUGH COUNTY"
"Wells, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Williamson, d","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Yang, d","Nashua Ward 5",76,"HILLSBOROUGH COUNTY"
"Scatter","Nashua Ward 5",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Nashua Ward 6",5,"HILLSBOROUGH COUNTY"
"Biden, d","Nashua Ward 6",177,"HILLSBOROUGH COUNTY"
"Booker, d","Nashua Ward 6",0,"HILLSBOROUGH COUNTY"
"Boyd, d","Nashua Ward 6",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Nashua Ward 6",0,"HILLSBOROUGH COUNTY"
"Burke, d","Nashua Ward 6",1,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Nashua Ward 6",343,"HILLSBOROUGH COUNTY"
"Castro, d","Nashua Ward 6",1,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Nashua Ward 6",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Nashua Ward 6",0,"HILLSBOROUGH COUNTY"
"Dunlap, d","Nashua Ward 6",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Nashua Ward 6",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Nashua Ward 6",46,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Nashua Ward 6",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Nashua Ward 6",0,"HILLSBOROUGH COUNTY"
"Harris, d","Nashua Ward 6",2,"HILLSBOROUGH COUNTY"
"Hewes, d","Nashua Ward 6",0,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Nashua Ward 6",234,"HILLSBOROUGH COUNTY"
"Koos, d","Nashua Ward 6",1,"HILLSBOROUGH COUNTY"
"Kraus, d","Nashua Ward 6",1,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Nashua Ward 6",0,"HILLSBOROUGH COUNTY"
"Moroz, d","Nashua Ward 6",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Nashua Ward 6",10,"HILLSBOROUGH COUNTY"
"Sanders, d","Nashua Ward 6",569,"HILLSBOROUGH COUNTY"
"Sestak, d","Nashua Ward 6",2,"HILLSBOROUGH COUNTY"
"Sloan, d","Nashua Ward 6",1,"HILLSBOROUGH COUNTY"
"Steyer, d","Nashua Ward 6",82,"HILLSBOROUGH COUNTY"
"Thistle, d","Nashua Ward 6",0,"HILLSBOROUGH COUNTY"
"Torgesen, d","Nashua Ward 6",0,"HILLSBOROUGH COUNTY"
"Warren, d","Nashua Ward 6",150,"HILLSBOROUGH COUNTY"
"Wells, d","Nashua Ward 6",1,"HILLSBOROUGH COUNTY"
"Williamson, d","Nashua Ward 6",0,"HILLSBOROUGH COUNTY"
"Yang, d","Nashua Ward 6",38,"HILLSBOROUGH COUNTY"
"Scatter","Nashua Ward 6",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Nashua Ward 7",3,"HILLSBOROUGH COUNTY"
"Biden, d","Nashua Ward 7",175,"HILLSBOROUGH COUNTY"
"Booker, d","Nashua Ward 7",2,"HILLSBOROUGH COUNTY"
"Boyd, d","Nashua Ward 7",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Nashua Ward 7",0,"HILLSBOROUGH COUNTY"
"Burke, d","Nashua Ward 7",2,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Nashua Ward 7",364,"HILLSBOROUGH COUNTY"
